username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Yale PCCSM,2468207376,"New Haven, CT ",2023-01-22 19:05:52,"Happy Chinese New Year.    to all our members, colleagues, peers, trainees, partners, collaborators, allies and mos… https://t.co/1y6iAxecJt",3,Twitter for iPhone,
web3OG 🛸,890941129008566272,NYC,2023-01-22 19:03:15,"@babyeggroll_eth Gm, happy chinese new year 🐰🐰",0,Twitter for iPhone,
Gadget Tendency,4891686892,New York,2023-01-22 19:03:05,"On the first day of the Chinese New Year, Geely announced its top-of-the-line sedan with a completely new design. H… https://t.co/vwNgrrlYKX",0,Jetpack.com,
Morris County NJ,32009466,Morris County NJ USA,2023-01-22 19:00:53,"It's Chinese New Year! Happy Year of the Rabbit, from Morris County. https://t.co/3QFBFocfrZ",1,Hootsuite Inc.,
Carolina Herrera,707154481,"New York, NY",2023-01-22 19:00:39,Celebrate the Lunar New Year in Style in bright and bold pieces as we usher in the Year of Rabbit. Chinese actor… https://t.co/LtAQtqEKkG,14,Dash Hudson,
Penn State Great Valley,83883380,"Malvern, PA",2023-01-22 19:00:37,"On behalf of Penn State Great Valley, we'd like to wish you all a Happy Lunar New Year! Scan the QR code to learn m… https://t.co/w8WEWTFJUZ",0,Buffer,
Poets.org,7235452,"New York, NY",2023-01-22 19:00:30,"This new Chinese New Year we were in a film
Holding hands and daring each other
To close our eyes in the surroundin… https://t.co/AeHrDSKC7p",2,TweetDeck,
TAG24 NEWS,1354147301137248257,New York City,2023-01-22 19:00:02,"The world has welcomed #ChineseNewYear and the Year of the Rabbit!
🐇 https://t.co/pcDuLzR6x2",0,TAG24-NEWS,
Demon Dan,3228488227,"Georgia, USA",2023-01-22 18:59:33,Happy Chinese New Year!,0,Twitter Web App,
Justin Pulitzer,18944615,"New York, NY",2023-01-22 18:58:29,"Happy Year of The Rabbit, Lunar New Year to all celebrating Chinese New Year!! 🐇 https://t.co/TJt8Y70yjk",0,Twitter for iPhone,
lobotoamy elliott dunne,39173989,"New York, NY",2023-01-22 18:57:27,happy chinese new year to anyone else who is also yelling about generational trauma and going to therapy at your family during dim sum,0,Twitter for iPhone,
Global WtERT Council,943968514184015872,"New York, NY",2023-01-22 18:56:28,Happy Chinese New Year Wishes 2023! We wish you a prosperous and healthy year in 2023. https://t.co/ShO9qvxqJy,0,Twitter for iPhone,
IB Incognito • Team Calliette,85446543,NYC,2023-01-22 18:55:41,"#firstkill fandom

Happy Lunar New Year

Happy Chinese New Year (for the traditionalists) https://t.co/8dTE3r8NfO",2,Twitter for Android,
HKRS - Healthy Kids,170137205,"Thornton, PA",2023-01-22 18:42:05,"Happy Chinese New Year! 🎆 

2023 is the Year of the Rabbit! Rabbits are fast and high-spirited, just like our HKRS… https://t.co/vF0y8KQLmb",0,Sprout Social,
WCBS 880,16760131,NYC,2023-01-22 18:41:37,"HAPPY LUNAR NEW YEAR! 🐰🐇WCBS 880 wishes you a prosperous year filled with good fortune and health! 🐰🐇Here, members… https://t.co/xOWnAQOn2t",1,Twitter Web App,
Yuele ZC🇨🇳🇪🇸@🇺🇸,1547535562063716352,"Queens, NY",2023-01-22 18:40:58,"@AlboMP Not,  call it Chinese new year, not lunar new year!",0,Twitter for iPhone,
Kathy Kuo Home,18400807,New York City,2023-01-22 18:40:38,Happy Chinese New Year 🧧💫 https://t.co/Jm0NSdBq6J,0,Dash Hudson,
MuppetManiac,1055679975611867137,"New York, USA",2023-01-22 18:40:30,"January 2023 Movie Challenge
Day 22 - A Chinese film (Chinese New Year)
Black Coal, Thin Ice (2014)… https://t.co/1GOyTJZlWp",0,Twitter for Android,
Nick Neutronz,37296583,"New York, NY",2023-01-22 18:38:01,Happy Lunar New Year 🧧🎍✨•• Hope the water rabbit is kind to u. Chinese wisdom traditions // Taoist physical alchemy… https://t.co/mfgT0PpLRW,0,Twitter for iPhone,
pyroxiiumn,1319690503324110853,"Manhattan, NY",2023-01-22 18:37:53,Working the lathe at the chinese new year party https://t.co/aPr7tg1kX2,0,Twitter for iPhone,
corinne_perkins,18985312,New York,2023-01-22 18:35:39,Police vehicles are seen near the location after a mass shooting during Chinese Lunar New Year celebrations in Mont… https://t.co/kBUz66cPP7,2,Twitter for iPhone,
Dan SH,1162071415266451456,"New Jersey, USA",2023-01-22 18:35:01,@Chynableu Happy Chinese New Year!,0,Twitter for iPhone,
1010 WINS,5770442,NYC,2023-01-22 18:33:12,"HAPPY LUNAR NEW YEAR! 🐰🐇1010 WINS wishes you a year filled with good fortune and prosperity! 🐰🐇Here, members of the… https://t.co/epLpVutaB4",6,Twitter Web App,
Andrew Chang,23906978,NYC,2023-01-22 18:33:04,CCBA’s Lunar New Year Celebration. 🐰🐇🧧🧨 #春節 #初一 #兔年 (@ Chinese Consolidated Benevolent Association) on #Yelp https://t.co/rnnaKwpe3f,0,Yelp,
Annette,16445473,"North Georgia, USA",2023-01-22 18:32:30,Happy Chinese New Year! 20% of the earth's population celebrate. This is the year of the Rabbit. #chinesenewyear… https://t.co/bDpoQkyf3w,0,Twitter Web App,
Rye Neck Schools,798910927265533952,"Mamaroneck, NY",2023-01-22 18:32:00,"Happy Chinese New Year. 2023 is the year of the rabbit, an animal associated with peace, prosperity and longevity. https://t.co/4dJStz3X3z",1,Twitter for iPhone,
Andrew Holness,382671909,Jamaica,2023-01-22 18:31:44,"Today marks the beginning of the Chinese New Year. 2023 is the year of the Rabbit. 
Jamaica has a vibrant Chinese c… https://t.co/Iy6TO61YSC",14,Twitter for iPhone,
Ann Coulter,196168350,Los Angeles/NYC,2023-01-22 18:29:32,"We finally get the truth from the British press:

&lt;&lt;Los Angeles County Sheriff Robert Luna said at a press conferen… https://t.co/bNrsKcldjo",45,Twitter Web App,
gustavo ajche,1342642201843666947,"New York, NY",2023-01-22 18:29:02,"Chinese New Year happy holidays to those who celebrate it, here we are working in the streets #ChineseNewYear2023… https://t.co/4QSObX3pO1",0,Twitter for iPhone,
The Dancing Therapist 💃🏾,1210595012,"Philadelphia, PA",2023-01-22 18:27:32,While in the mall a girl was wearing a beautiful Chinese outfit for the new year and a another little girl said “ew… https://t.co/zoDZO1Vi2Q,0,Twitter for iPhone,
Graham Gallagher,984616608076312576,"Florida, USA",2023-01-22 18:27:26,"A DIY duck benedict brunch after church! Because it’s Lunar New Year, the nearby Chinese grocery offered discount d… https://t.co/5I8VldXSMO",0,Twitter Web App,
Lion🦁️_for_Lay🐑,1560485105688272897,"New York, NY",2023-01-22 18:26:03,Happy Chinese New Year:) Rabbit year 🐰 #CNY2023 https://t.co/zo8azL6YI8,0,Twitter for iPhone,
Lotus Winnie Lee,841625292040880128,"New York, NY",2023-01-22 18:24:47,Sunday 1/22/2023: Today is Chinese Lunar New Year &amp; there is a festival celebrating this important big day in Sara… https://t.co/fE7h6d6Ksz,1,Twitter for iPhone,
Kempire Radio Network,275683532,NYC,2023-01-22 18:23:30,Happy Chinese New Year! #ChineseNewYear2023 https://t.co/PtZojbqy68,0,TweetDeck,
Farley&Ferry Realty,422137972,"Ventnor, NJ",2023-01-22 18:19:34,"We wish a Happy Lunar New Year to everyone who celebrates! In the Chinese horoscope, 2023 is the Year of the Rabbit… https://t.co/9qFEZXSLQK",0,Hootsuite Inc.,
Hofstra Med Physics,891441096735281152,"Hempstead, NY",2023-01-22 18:19:28,Northwell RadMed physicists and HU Medical Physics students had lunch together last Friday (1/20) at the Jade Asian… https://t.co/DslSiMdgiu,0,Twitter Web App,
Axel Benatar,1583606385417256960,"Florida, USA",2023-01-22 18:17:25,"@DamianEudy Happy Chinese New Year, Stella. ❤️",0,Twitter for Android,
ap_photoserv,1348241401025323008,North wales,2023-01-22 18:15:03,Happy new year to all our Chinese friends.  🎊🎉🥳,0,Twitter for Android,
Arielle Testa,1531266318439260164,"Mount Olive, NJ",2023-01-22 18:12:36,"Happy Lunar New Year! 🧧Here is a work by Chinese artist, Huang Xiao Xiao, symbolizing the transition from year of t… https://t.co/LQwgWwmMpt",1,Twitter for iPhone,
🎸Feed Your Head 📷💛💙🎶♋☮️🌊,536675035,East Texas,2023-01-22 18:11:20,"@bizerbizerrides Same here, in Texas. But I don't want to go out if it's lower than about 60. My wife is doing ribs… https://t.co/2mwAilOET2",0,Twitter Web App,
EbayFashion,711252367853948929,"Florida, USA",2023-01-22 18:10:06,Check out Womens Elegant Fashion Chinese New Year Flower Earrings Fan Tassel Jewelry Red https://t.co/f42NNLH1qL #eBay via @eBay,0,Twitter for Android,
Adele Amato Tamburo,22766509,"New Jersey, USA",2023-01-22 18:08:50,"Happy Chinese New Year, the year of the Rabbit 🐇 🥳 #ChineseNewYear2023 https://t.co/9BWyGZbjjk",1,Twitter for iPhone,
Hillsborough Twp NJ,3417668469,"Hillsborough, NJ USA",2023-01-22 18:04:43,To marks the Chinese New Year - 2023 marks the year of the Rabbit.  Happy New Year to all those who celebrate! https://t.co/JmTvOnBvS4,0,Hootsuite Inc.,
CarterBurdenNetwork,176805136,New York City,2023-01-22 18:01:44,"Happy Chinese New Year! According to the lunar calendar, 2023 is the Year of the Water Rabbit. The sign of Rabbit i… https://t.co/ZVDNF9y83L",0,Hootsuite Inc.,
Hyatt Grand Central New York,52080266,"New York, NY",2023-01-22 18:01:21,Have you ever joined the Lunar New Year’s celebrations in New York? Here’s how to join the festivities around New Y… https://t.co/3I5BU05PSq,0,Agorapulse app,
Eagle's Landing,601321541,"North Brunswick, NJ",2023-01-22 18:00:53,"Happy Chinese New Year from your Eagle's Landing family! 🐇🐰
#ChineseNewYear #HappyChineseNewYear #ELDC… https://t.co/3cURmjLyno",0,Hootsuite Inc.,
Cell to Singularity,618235960,"New York, NY",2023-01-22 18:00:16,Happy Chinese New Year from the Cells team! 🏮🐇🧧 #YearOfTheRabbit https://t.co/9ienEOg9IG,0,Hootsuite Inc.,
Macmillan Children's School & Library 📚,998651138462437377,"New York, USA",2023-01-22 18:00:01,🐇 Happy Lunar New Year/Chinese New Year! This year is the year of the Rabbit. Teach your kids about the animals of… https://t.co/kgWxSCYgrl,0,TweetDeck,
Shutdown,1022335181917700097,"New York, USA",2023-01-22 17:59:25,"How is it that in my 17 years of life i still dont have a nice red shirt for chinese new year 💀

Anyways happy chinese/lunar new year 🧧",0,Twitter for iPhone,
Stephanie Sheh,19521118,"Los Angeles, New York",2023-01-22 17:58:53,"People ask me where the best Chinese food places are in LA, I usually tell them just drive the extra 20 min and go… https://t.co/6nUuE1uhEu",10,Twitter for iPhone,
Nicholas Salerno,2304889931,"Philadelphia, PA",2023-01-22 17:55:13,Happy Chinese New Year! The Year of the Rabbit!🐰 https://t.co/ICk8ekoiHB,0,Twitter for iPhone,
IB Incognito • Team Calliette,85446543,NYC,2023-01-22 17:54:40,"Chinese New Year being rebranded to Lunar New Year. 
That's new, right?

#newspeak",0,Twitter for Android,
mark xu,1411070885159710721,"New York, NY",2023-01-22 17:54:08,happy chinese new year to all my 朋友s 🧧,0,Twitter for iPhone,
Teury Potter,1540394326324396032,"Bronx, NY",2023-01-22 17:53:34,Happy Lunar Chinese New Year 2023! https://t.co/nXHKZOqvdT,0,Twitter for Android,
GB£,190068224,NYC,2023-01-22 17:53:25,@LabsMutant Happy Chinese New Year fam! Lets get it,0,TweetDeck,
RealComradeTrumpski,1521306283084820481,"New Jersey, USA",2023-01-22 17:52:53,"@liupheonix Happy Chinese new year, may it be a great year of the rabbit 🇨🇳",0,Twitter for Android,
🍗ᄃﾘ 🍗,2967070779,"New Jersey, USA",2023-01-22 17:50:40,"Two years ago we beat World, now it’s time to Rise again! Happy Chinese New Year everyone!!! https://t.co/qyRE8wTIX1",0,Twitter for iPhone,
The Dinner Party,1295508474437275648,NYC,2023-01-22 17:50:25,"@halina_eth ""Happy Chinese New Year!"" - The Dinner Party",0,Twitter Web App,
fruit girl,14748284,"queens, nyc",2023-01-22 17:49:03,happy chinese new year i had the trader joe's orange chicken for the first time in my life this morning 😳 (it was good),0,Twitter Web App,
VANITY FAIR,15279429,"New York, NY",2023-01-22 17:48:57,The shooting occurred on the eve of Chinese Lunar New Year; police are not ruling out a hate crime. https://t.co/pbARjn7n3Z,7,SocialFlow,
The Brooklyn Cancer Center,1542174810243059713,Brooklyn NY,2023-01-22 17:45:13,"Happy Chinese New Year from all of us at TBCC.

Wishing you a happy, healthy, and prosperous new year.… https://t.co/aPrPhKbWjU",0,Twitter Web App,
Carole Shashona,51886312,"Los Angeles, CA & New York, NY",2023-01-22 17:44:35,"GrandMaster to Glamour
Look &amp; Feel Like a Million-”AIR”

Happy Chinese New Year! Bringing past traditions to modern… https://t.co/mAuSIVyi7O",0,Twitter for iPhone,
T.Agresta Luxury Real Estate @eXp Realty,193422148,New York/Long Island,2023-01-22 17:43:56,Chinese New Year is the festival that celebrates the beginning of a new year on the traditional lunisolar Chinese c… https://t.co/U0umGjNJHL,0,Listings To Leads - Social,
Victoria Taylor,168304286,"Philadelphia, PA",2023-01-22 17:40:09,Chinese New Year is the festival that celebrates the beginning of a new year on the traditional lunisolar Chinese c… https://t.co/UcAALUykRk,0,Listings To Leads - Social,
wendy vaughn,330157380,"Florida, USA",2023-01-22 17:37:57,Happy Chinese New Year to everyone here on Twitter. May we all gave good fortune and prosperity symbols of the Rabbit's fertility.,1,Twitter for Android,
Museum of the Moving Image,130956351,"Astoria, Queens, NY",2023-01-22 17:35:47,Happy #LunarNewYear! Join us as we kick off the Year of the Rabbit 🐰 with a special retrospective devoted to Chines… https://t.co/39MmG6vWaM,1,Twitter Web App,
THE Money Maker,3692884996,"New York, USA",2023-01-22 17:35:19,"i am Mega bullish on $rabbit2023🐰 

 $RABBIT is the top of Chinese New Year meme coin.🐰✨ 

 https://t.co/mxC0Hg7z5d… https://t.co/bM8gYiWolv",0,Twitter Web App,
Ryne Green,2319349638,"Georgia, USA",2023-01-22 17:34:33,Happy Chinese New Year!,0,Twitter for Android,
Ajustco,746063346,"New York, NY 10016",2023-01-22 17:34:18,"Wishing our team members and global partners a very Happy Chinese New Year. 

#chinesenewyear #lunarnewyear… https://t.co/nke6e0imTI",0,TweetDeck,
SangQiFan@PeachStateUSA,1528175786880126977,Georgia USA,2023-01-22 17:31:27,@layzhang Looks delicious. Happy Chinese New Year to you.,0,Twitter for Android,
Reuters World,335455570,NYC,2023-01-22 17:30:22,Chinese pray for health in Lunar New Year as COVID death toll rises https://t.co/my8RQ6aLhm https://t.co/NdgFvglzKs,2,True Anthem,
PY🐥01.18 JY 1st Album ★,264515120,"New York, USA",2023-01-22 17:30:18,"20230122 Happy Chinese New Year with Jaebeom (again😝) 🧧🎏🎉

#JAYB_EncoreinBKK_DAY2

#JAYB_EncoreinBKK 
#JAYB… https://t.co/69emCyPAn3",9,Twitter for iPhone,
Eli Dror,298728900,"Florida, USA",2023-01-22 17:30:01,Year Of The Rabbit or the Lunar New Year holiday officially begins Sunday and will last over two weeks. In Chinese… https://t.co/Ny4p0vHBXs,0,Twitter Web App,
BRONX POET,1325584042541117440,New York City,2023-01-22 17:28:11,"HAPPY CHINESE (ASIAN) LUNAR NEW YEAR 4721!
Year of the Rabbit!
RAT, OX, TIGER, RABBIT, DRAGON, SNAKE,
HORSE, [RAM o… https://t.co/T14nnVNQpx",1,Twitter Web App,
Dee Marie,465046002,"Florida, USA",2023-01-22 17:23:44,Latest on Chinese New Year shootings https://t.co/8rGp3tmeFH,0,Twitter for iPhone,
Tingus Pingus,1261903689977135105,"Brooklyn, NY",2023-01-22 17:23:38,@Laughent21 On Chinese new year too man my heart dropped,0,Twitter for iPhone,
LBK2077,4198930096,"Florida, USA",2023-01-22 17:21:25,@pakpakchicken Happy Chinese New Year,0,Twitter for iPhone,
-_-,1089503968407957504,"West New York, New Jersey",2023-01-22 17:18:40,"@KerbalSpaceP As a Chinese non-PRC citizen, I give you permission to use Chinese New Year... every Chinese regardle… https://t.co/CIdYjIaWOp",0,Twitter Web App,
So Lancashire,1428878460676628486,Lancashire,2023-01-22 17:17:27,The rabbit is considered to be the luckiest of the animals in the Chinese Zodiac - the RSPCA is hoping these bunnie… https://t.co/edC63QX2Ov,0,Twitter for iPhone,
Curt Bowers6,2172306688,"Allentown, PA",2023-01-22 17:17:01,"@brilee2021 Happy Chinese New Year Bri,Year of the rabbit ❤️🐰",0,Twitter for Android,
❤️ synthcloud,1352535081223671808,,2023-01-22 17:16:01,"Im gonna be streaming Chinese/Lunar New Year soonish again. Currently just having lunch. 

https://t.co/2Vq6YhNDb6",0,Twitter for Android,
Language Learning,239189588,Upstate New York,2023-01-22 17:15:15,"Happy Chinese New Year! It is the year of the Water Rabbit.

Recent/upcoming years of the Rabbit are 1951, 1963, 19… https://t.co/CjHhGSLGAN",0,SocialPilot.co,
"giftflip - birthdays, holidays & more!",1330644647786450946,"Atlantic City, NJ",2023-01-22 17:14:28,"Happy Chinese New Year!
In China, you’ll hear it called chunjie (春节), or the Spring Festival. It’s still very wintr… https://t.co/nlwncgX6zf",0,Twitter for iPhone,
YanTech LLC - Auto Safety Solution,463079542,New York,2023-01-22 17:13:27,"YanTech 2003 Chinese New Year Promotion!
https://t.co/1mEp8l3DRN https://t.co/lhuMS91Nud",0,Twitter Web App,
KEMPIRE DAILY 👑,1327888280,"New York, NY",2023-01-22 17:12:30,Happy Chinese New Year! #ChineseNewYear2023 https://t.co/EpXEtBMfRT,0,TweetDeck,
Lisa Maher,1608958050,"New City, NY",2023-01-22 17:11:06,#Woodglen kindergarten celebrated the year of the rabbit in honor of the Chinese New Year. Music played  as we para… https://t.co/FDY1fF8i4f,0,Twitter Web App,
"giftflip - birthdays, holidays & more!",1330644647786450946,"Atlantic City, NJ",2023-01-22 17:10:36,"@Fidias0 @elonmusk If you want to be reminded on every special day, from National Hugging Day to the Chinese New Ye… https://t.co/tEfBo5W28W",0,Twitter for iPhone,
NJ Centrist 🇺🇸 🇺🇦,25321525,"New Jersey, USA",2023-01-22 17:10:06,"We woke up to another mass shooting today, this time at a Chinese New Year celebration. 
Just another day in the gu… https://t.co/U1xAOVtUzB",3,Twitter Web App,
Evagaden | Rebels,1124711185901871107,"Greenwich, CT",2023-01-22 17:09:56,Another fucking mass shooting. Mf decided to shoot up a Chinese new year celebration. Fuck this shit man. https://t.co/bEwYLK9DiK,0,Twitter for Android,
Joe fan account FOTG ⚡,1616123332440489985,Manhattan NY,2023-01-22 17:07:45,"Hope you guys have a great and chill awesome Sunday afternoon !!!! and to all my asian and chinese followers, happy… https://t.co/5PLf3df7SW",0,Twitter Web App,
Edge Of The City ❤! #LTNC,1262660517400924160,"Queens, NY",2023-01-22 17:06:41,Happy Chinese New Year!🙂 #LTNC  https://t.co/DwC6D2FOVL,0,Twitter for Android,
Roy Hendrickson,8770932,"New York, NY",2023-01-22 17:04:37,Happy Chinese New Year! https://t.co/d8pOryyel2,0,Instagram,
Westchester Flames,438437006,"New Rochelle, New York",2023-01-22 17:04:26,"Happy Lunar (also known as Chinese) New Year from the Westchester Flames!

#wflames #soccer #soccerplayer… https://t.co/o862w7j6Ke",0,LaterMedia,
NTD News,1060573081935249409,"New York, NY",2023-01-22 17:03:29,The #LosAngeles Sheriff’s Department and other law enforcement officials hold a briefing on the #shooting that kill… https://t.co/fWIyNXa094,4,Buffer,
bibi🇨🇳,797900096281133056,"New York, NY",2023-01-22 17:02:58,@britishmuseum Remember: it's called Chinese New Year. No other bullshit!,0,Twitter for Android,
DoubleTree by Hilton Newark Penn Station,1141403140010496005,"Newark, NJ",2023-01-22 17:02:00,"Now entering the year of the rabbit! Happy Chinese New Year 🐰 

#Hilton, #DoubleTree, #Newark, #NewarkPennStation,… https://t.co/CU82ZXLe5D",0,Sprinklr Publishing,
Melle,2289947954,"New York, NY",2023-01-22 17:01:49,In honor of Lunar New Year (Chinese NY cause I’m Chinese.) Here’s a pic of me. 😆🥰🫰🏽🧧✨🐇 #YearOfTheRabbit… https://t.co/7a5NOKLKK9,0,Twitter for iPhone,
NYCancerSpecialists,1688740628,"Long Island, NY",2023-01-22 17:01:32,"From all of us, we wish those who celebrate a Happy Chinese New Year!

#nycbs #conqueringcancertogether #healthcare… https://t.co/oObG4zo5ko",0,Loomly,
Tabatchnick Fine Foods,3014780593,"Somerset, NJ",2023-01-22 17:01:25,Happy Chinese New Year to all of our friends and customers who celebrate! 2023 marks the year of the rabbit. The ra… https://t.co/WzhpS9dNCd,0,Hootsuite Inc.,
Jamaicans.com 🇯🇲,28277184,Jamaica,2023-01-22 17:01:24,"How We Celebrate Chinese New Year In Jamaica - January 2022
https://t.co/Rw5PwAVZ99",1,Hootsuite Inc.,
International Trademark Association (INTA),29449278,"New York, NY",2023-01-22 17:01:23,Happy Chinese New Year to our Chinese members and staff! We hope you enjoy welcoming the Year of the Rabbit with yo… https://t.co/OOgp24v3rW,1,Loomly,
Daiichi Sankyo US,1169299794696818688,"Basking Ridge, NJ",2023-01-22 17:01:05,Daiichi Sankyo wishes a happy Chinese New Year to those who celebrate. We hope this year of the water rabbit is ful… https://t.co/z4vve9tkrV,0,Hootsuite Inc.,
Temple University MVSC,1493611302090162188,"Philadelphia, PA",2023-01-22 17:00:34,Happy Chinese New Year from your friends at the MVSC! 🐇🌟🎇 https://t.co/YhZHrNs00x,1,Hootsuite Inc.,
GKIDS Films,18725694,"New York, NY",2023-01-22 17:00:30,"Happy Lunar New Year!! 🥳🐰 Celebrate at the movies with NEW GODS: YANG JIAN, the astounding new fantasy based on Chi… https://t.co/0mZW1Qd2RM",8,TweetDeck,
Cloudaware,995691151,"New York, NY",2023-01-22 17:00:24,"Cloudaware wishes you Happy Chinese New Year! 
May the new year bring you peace, prosperity, and new joys! https://t.co/ubajp59jmG",0,Buffer,
Westin Mount Laurel,1370777105747820545,"Mount Laurel, New Jersey",2023-01-22 17:00:09,"Now entering the year of the rabbit! Happy Chinese New Year 🐰 

#Marriott, #Westin, #MarriottWestin,… https://t.co/OsmbUr7HaS",0,Sprinklr,
Yonkers Chamber,1098738654,"Yonkers, New York",2023-01-22 16:58:03,"Happy Chinese New Year from the Yonkers Chamber of Commerce!

#yonkers #newyork #hudsonvalley #ny #eatupnewyork… https://t.co/zHkE27hnK3",0,LaterMedia,
Staś May,1496941767782019073,"Brooklyn, NY",2023-01-22 16:58:00,Happy Chinese New Year! This is cool on so many levels #ynwa https://t.co/2B6emeB4le… https://t.co/NMopHiq007,0,Twitter for iPhone,
Gaby,1385535243831046147,"New York, NY",2023-01-22 16:57:54,"@ryoukigen i live in new year chinese, yes yes. HAHA",0,Twitter Web App,
farrahfisher.eth,1462894767642071043,"New York, NY",2023-01-22 16:57:37,Happy Chinese New Year ✨ 🐇,0,Twitter for iPhone,
Mr. Depp,1451044280257155080,New york,2023-01-22 16:56:32,@BirbDefi Happy Chinese New Year! @BirbDefi 🥳🐥,0,Twitter Web App,
Roderick D. Thorn Foundational Bantu American,2803236134,Deep East Texas,2023-01-22 16:54:24,"@josephinez @sf_cadc @LainieforSFboe @SFUnified Happy Chinese &amp; Korean new year , hope you find wealth !",0,Twitter Web App,
Lansdowne Yonkers FC,1146663870,Yonkers NY,2023-01-22 16:53:38,"Happy Lunar / Chinese New Year from Lansdowne Yonkers Football Club!

#WeAreLansdowne #Yonkers #NY #McLean… https://t.co/RtD1HQiH0p",0,LaterMedia,
Cuan•,509334384,"Bronx, NY",2023-01-22 16:52:28,"#NowPlaying ""Chinese New Year"" by Clipse on @TIDAL 

 https://t.co/z9ldv84k9k•",0,Twitter for iPhone,
Roderick D. Thorn Foundational Bantu American,2803236134,Deep East Texas,2023-01-22 16:51:07,"@XVanFleet Happy Chinese &amp; Korean new year , hope you find wealth !",0,Twitter Web App,
Roderick D. Thorn Foundational Bantu American,2803236134,Deep East Texas,2023-01-22 16:48:04,@Lily4Liberty @BobFu4China @XVanFleet @milesyu10 @AsiansLiberty @gc22gc @jenniferzeng97 @GordonGChang… https://t.co/pGTLxbQdoi,0,Twitter Web App,
Hachette Book Group,112796663,"New York, NY",2023-01-22 16:48:02,"Happy Lunar New Year! Need a festive read? LUNAR LOVE is a sweet, enemies-to-lovers debut rom-com filled with Chine… https://t.co/oREWsvNVPU",0,Emplifi,
Roderick D. Thorn Foundational Bantu American,2803236134,Deep East Texas,2023-01-22 16:47:03,"@MichelleLiTV happy Chinese New Year 🧧 , hope you get rich !",0,Twitter Web App,
New Jersey American Water,53064033,"New Jersey, USA",2023-01-22 16:45:11,Today marks the start of the Year of the Rabbit. Happy Chinese New Year! https://t.co/srYxEaYu0v,1,Hootsuite Inc.,
Roderick D. Thorn Foundational Bantu American,2803236134,Deep East Texas,2023-01-22 16:45:05,"@josephinez @annhsu25 Happy Chinese New Year 🧧 , hope you get rich !",0,Twitter Web App,
Love Quotes,57098533,New York City,2023-01-22 16:44:40,"Happy Chinese New Year to all those who celebrate.🎉
It is a 15 day festival and the year of the rabbit. It’s the lu… https://t.co/BJ8Xd8nSad",0,Twitter for iPhone,
Silverbro197🔥💥⚠️🌩,1384939488388993027,"Atlantic City,NJ",2023-01-22 16:43:16,@lyamargaritaa the snow looks awesome what airline u flying also happy birthday &amp; chinese new year 🧧,0,Twitter for iPhone,
Roderick D. Thorn Foundational Bantu American,2803236134,Deep East Texas,2023-01-22 16:42:36,"@JennyChachan Happy Chinese New Year 🧧 , hope you get rich !",1,Twitter Web App,
Sally Mao 毛雯雯,1120584673,"New York, NY",2023-01-22 16:40:50,waking up on this Year of the Rabbit to see news that a mass shooting has occurred at a predominantly Chinese neigh… https://t.co/k5baqK3pvz,0,Twitter Web App,
ApologeticsintheCity,1056938614708416514,"New York, NY",2023-01-22 16:39:56,"Having attended an event last night with ppl celebrating Chinese New Year, I'm especially grieved to wake up to new… https://t.co/nr0BpACALa",0,Twitter for Android,
lirealta@aol.com,25116747,Long Beach NY,2023-01-22 16:37:08,"May the new year be filled with joy, prosperity,and many happy moments spent with love ones.Happy Chinese New Year!… https://t.co/XhlB8EVXTJ",0,Instagram,
Lia Chang,14713735,New York,2023-01-22 16:35:40,"Happy Lunar New Year and Year of the Water Rabbit!
Lion Dancers Chinese Center on Long Island Dance Troupe… https://t.co/BaHgl8efps",0,Twitter Web App,
Kristy Liu,759475330641977344,"New York, NY",2023-01-22 16:33:01,"Happy Chinese Lunar New Year🧧🧧
The year of the Rabbit🐰 https://t.co/XBdy2Vc8O2",0,Twitter for iPhone,
OluayeofNYC,773645655814377473,"Brooklyn, NY",2023-01-22 16:31:09,Chinese new year . Can’t wait to get that red envelope from my boss,0,Twitter for iPhone,
Thor Torrens🛡,1289004775367946247,New york ,2023-01-22 16:30:15,"HAPPY CHINESE NEW YEAR 🐈‍⬛

It’s the 22nd. The number of the master builder. 

So we are building our bodies like t… https://t.co/CSPiZxoIYw",0,Twitter for iPhone,
Morgan Cheatham,785805552928509953,Brooklyn,2023-01-22 16:29:37,"saddened to hear that another community space fell victim to a mass shooting, and on such a special holiday: the lu… https://t.co/6bYvSyPPr3",0,Twitter Web App,
メカゴジラ🇭🇹🇧🇧,15648259,"Brooklyn, NY",2023-01-22 16:28:07,Happy Chinese New Year (of the Rabbit) to all of the fam.  Much love to @masiaone @Cryptik_Soul Ruby Red and all my fam out East.,0,Twitter Web App,
Jason Negron,16425697,Brooklyn ,2023-01-22 16:28:05,WTF happened to Chinese New Year? 🤔🤔🤔,0,Twitter for Android,
parkndrive,60316668,"New York, NY",2023-01-22 16:27:39,"@BrooklynNets Lunar New Year, not Chinese.  Come on, take notes from the @nyknicks and get it right smh.  You don’t… https://t.co/xOOu16AXDb",0,Twitter for iPhone,
曉荻 haidee chu,383299863,"Queens, NY",2023-01-22 16:27:38,10 lives. in a Chinese-owned dance studio. on Lunar New Year’s Eve. in a 65% AAPI neighborhood… https://t.co/7HRag96Ice,2,Twitter for iPhone,
